X,Y,施設名,施設名かな,施設名（施,所在地,地区名,詳細情報,大分類,小分類,カテゴリ,アイコン番,施設ID
135.4829259,34.69846964,聖天了徳院,しょうてんりょうとくいん,聖天了徳院（しょうてんりょうとくいん）,福島区鷺洲2丁目14番1号,福島区,聖天さんの参道は、聖天通り商店街として江戸時代から栄えていたといわれる。今も住民の憩いの中心的寺院である。真言宗東寺派の寺院で歓喜天を祀っている。古くから「浦江の聖天さん」と呼ばれて親しまれ、大変賑わったところである。また、境内の桜・藤・杜若などが目を楽,文化・観光,都市景観資源,文化・観光/都市景観資源,167,19437
135.4851364,34.69993125,日本基督教団　大阪福島教会,にほんきりすときょうだん　おおさかふくしまきょうかい,日本基督教団　大阪福島教会（にほんきりすときょうだん　おおさかふくしまきょうかい）,福島区福島7丁目19番16号,福島区,大阪福島教会は心斎橋の大丸百貨店を手がけた建築家のヴォーリズの設計により昭和元年（1926年）に起工し、同年12月に竣工、昭和2年（1927年）に献堂式を行った。その後2回の修繕を経て、戦後の昭和25年（1950年）の大修理で装いを一変した。,文化・観光,都市景観資源,文化・観光/都市景観資源,167,19449
135.4561112,34.71113311,大阪市立西淀川図書館,おおさかしりつにしよどがわとしょかん,大阪市立西淀川図書館（おおさかしりつにしよどがわとしょかん）,西淀川区御幣島1丁目2番10号,西淀川区,詳細情報なし,文化・観光,図書館,文化・観光/図書館,151,3715
135.4665184,34.70976661,花川墓地,はなかわぼち,花川墓地（はなかわぼち）,大阪市西淀川区柏里２丁目１０番,西淀川区,詳細情報なし,文化・観光,その他施設,文化・観光/その他施設,140,19261
135.4811526,34.71609717,大阪市立淀川図書館,おおさかしりつよどがわとしょかん,大阪市立淀川図書館（おおさかしりつよどがわとしょかん）,淀川区新北野1-10-14,淀川区,詳細情報なし,文化・観光,図書館,文化・観光/図書館,151,2494
135.4959688,34.65857789,大阪市立浪速図書館,おおさかしりつなにわとしょかん,大阪市立浪速図書館（おおさかしりつなにわとしょかん）,浪速区敷津西1-5-23,浪速区,詳細情報なし,文化・観光,図書館,文化・観光/図書館,151,56
135.4986078,34.66113303,日本工芸館,にほんこうげいかん,日本工芸館（にほんこうげいかん）,浪速区難波中3-7-6,浪速区,詳細情報なし,文化・観光,美術館・博物館,文化・観光/美術館・博物館,152,2632
135.5020311,34.66434233,南海ビル（難波駅・島屋）,なんかいびる（なんばえき・たかしまや）,南海ビル（難波駅・島屋）（なんかいびる（なんばえき・たかしまや））,中央区難波5丁目1番5号,中央区,登録年月日：平成22年7月23日　概要：御堂筋の建設を前後して、昭和7年（1932年）、ミナミの玄関口に4代目の南海難波駅が完成。現在もミナミのターミナルの役割を果たしている。ビルの外壁はすべてテラコッタ※が張り詰められ、連続する半円アーチと古典的な飾りのある円柱・,文化・観光,都市景観資源,文化・観光/都市景観資源,167,13021
135.5010818,34.66421342,ビジターズインフォメーションセンター・難波,びじたーずいんふぉめーしょんせんたー・なんば,ビジターズインフォメーションセンター・難波（びじたーずいんふぉめーしょんせんたー・なんば）,中央区難波5-1-60　南海ターミナルビル1F,中央区,詳細情報なし,文化・観光,その他施設,文化・観光/その他施設,112,4644
135.5030578,34.66462494,府立上方演芸資料館（ワッハ上方）,ふりつかみがたえんげいしりょうかん（わっはかみがた）,府立上方演芸資料館（ワッハ上方）（ふりつかみがたえんげいしりょうかん（わっはかみがた））,中央区難波千日前12-7　ＹＥＳ・ＮＡＭＢＡビル,中央区,詳細情報なし,文化・観光,美術館・博物館,文化・観光/美術館・博物館,150,713
135.5021921,34.66795308,上方浮世絵館,かみがたうきよえかん,上方浮世絵館（かみがたうきよえかん）,中央区難波1-6-4,中央区,詳細情報なし,文化・観光,美術館・博物館,文化・観光/美術館・博物館,152,715
135.5003171,34.66768489,御堂筋,みどうすじ,御堂筋（みどうすじ）,中央区北浜3丁目、4丁目〜難波5丁目,中央区,登録年月日：平成22年7月23日　概要：大阪の都心部を南北に貫くメインストリートであり、美しい景観を有する大阪のシンボルロードでもある。昭和12年（1937年）完成。沿道建物の高さは約31ｍまでに制限され、整然とした景観がつくられた。平成7年（1995年）には、御堂筋沿い,文化・観光,都市景観資源,文化・観光/都市景観資源,167,13028
135.5008891,34.66839342,大阪松竹座,おおさかしょうちくざ,大阪松竹座（おおさかしょうちくざ）,中央区道頓堀1丁目9番19号,中央区,登録年月日：平成22年7月23日　概要：大正12年（1923年）に関西初の洋式劇場として開館。豪華な装飾のある建物は、道頓堀の顔として人々に親しまれてきた。平成9年（1997年）、建物の正面全体に広がる優美な装飾レリーフ※をそのまま残し新築開場する。多くの劇場でにぎわっ,文化・観光,都市景観資源,文化・観光/都市景観資源,167,13006
135.5018316,34.66577128,もと精華小学校,もとせいかしょうがっこう,もと精華小学校（もとせいかしょうがっこう）,難波3-2,中央区,詳細情報なし,文化・観光,その他施設,文化・観光/その他施設,140,19391
135.5006317,34.67052972,三津寺,みつでら,三津寺（みつでら）,中央区心斎橋筋2丁目7番12号,中央区,登録年月日：平成22年7月23日　概要：奈良時代の難波宮遷都の際に、僧の行基が開いたと伝えられる。寺院の台所や住居部分である庫裡は、昭和8年（1933年）の御堂筋拡張工事のときに新築されたもの。文化5年（1808年）に建てられた木造の本堂は、戦災を無事免れ、庫裡ともど・,文化・観光,都市景観資源,文化・観光/都市景観資源,167,13027
135.5011788,34.66885703,道頓堀グリコネオン,どうとんぼりぐりこねおん,道頓堀グリコネオン（どうとんぼりぐりこねおん）,中央区道頓堀1丁目10番1号,中央区,登録年月日：平成15年4月11日　概要：昭和10年（1935年）に戎橋のそばに初めてグリコのネオン塔が立って以来、デザインが改良され、現在のもので5代目となる。高さ20ｍ、横幅約11ｍと大規模で、ランナーが大阪城や海遊館、大阪ドーム、通天閣を背景に大阪の街を走るデザイン,文化・観光,都市景観資源,文化・観光/都市景観資源,167,13057
135.5084558,34.66736092,国立文楽劇場,こくりつぶんらくげきじょう,国立文楽劇場（こくりつぶんらくげきじょう）,中央区日本橋1-12-10,中央区,詳細情報なし,文化・観光,美術館・博物館,文化・観光/美術館・博物館,150,716
135.5026172,34.66786517,法善寺水かけ不動尊,ほうぜんじみずかけふどうそん,法善寺水かけ不動尊（ほうぜんじみずかけふどうそん）,中央区難波1丁目2番16号,中央区,登録年月日：平成22年7月23日　概要：法善寺の西向不動尊。苔に包まれてきれいな緑色になったお不動さんは「水かけ不動」として親しまれている。お供え物を持ち合わせていなかった参拝客が、思わず水をかけて手を合わせたのが始まりだと伝えられている。,文化・観光,都市景観資源,文化・観光/都市景観資源,167,13026
135.5140553,34.66853158,高津宮（高津神社）,こうづぐう（こうづじんじゃ）,高津宮（高津神社）（こうづぐう（こうづじんじゃ））,中央区高津1丁目1番29号,中央区,登録年月日：平成22年7月23日　概要：平安初期、清和天皇が仁徳天皇の徳政を慕い、難波高津宮（たかつのみや）旧跡の地に社殿を築いてお祀りしたのが始まり。豊臣秀吉が大阪城築城に際して現在の地に移した。桜まつりや夏祭りなどの祭りが行われている。また、古典落語や文・,文化・観光,都市景観資源,文化・観光/都市景観資源,167,13010
135.5078919,34.671475,大阪市立島之内図書館,おおさかしりつしまのうちとしょかん,大阪市立島之内図書館（おおさかしりつしまのうちとしょかん）,中央区島之内2-12-31,中央区,詳細情報なし,文化・観光,図書館,文化・観光/図書館,151,710
135.5040543,34.66894903,道頓堀,どうとんぼり,道頓堀（どうとんぼり）,中央区道頓堀1丁目、宗右衛門町、心斎橋筋2丁目,中央区,登録年月日：平成22年7月23日　概要：慶長17年（1612年）、安井道頓らが私財を投じて運河開削に着工、元和元年（1615年）完成。道頓堀川にかかる戎橋は昼夜を問わず多くの人々でにぎわっている。道頓堀川の水辺には道頓堀川遊歩道「とんぼりリバーウォーク」の整備が順次進・,文化・観光,都市景観資源,文化・観光/都市景観資源,167,13019
135.5220693,34.66148917,大阪市立天王寺図書館,おおさかしりつてんのうじとしょかん,大阪市立天王寺図書館（おおさかしりつてんのうじとしょかん）,天王寺区上之宮町4-47,天王寺区,詳細情報なし,文化・観光,図書館,文化・観光/図書館,151,4284
135.5187498,34.66849797,もと東平小学校,もととうへいしょうがっこう,もと東平小学校（もととうへいしょうがっこう）,中央区上本町西5-1,中央区,詳細情報なし,文化・観光,その他施設,文化・観光/その他施設,140,19392
135.5341191,34.66674433,東小橋の街並み,ひがしおばせのまちなみ,東小橋の街並み（ひがしおばせのまちなみ）,東成区東小橋3丁目6番〜9番,東成区,東小橋にある比賣許曽神社の歴史は古く、古事記では新羅から渡来した赤留比売命を祀ったと記され、石山合戦の兵火にあい、現在の地に移ったとされている。比賣許曽神社の周辺は、かつて江戸時代・明治時代の東小橋村の中心であった。現在でも、比賣許曽神社のほか、安楽寺、,文化・観光,都市景観資源,文化・観光/都市景観資源,167,19293
135.5412311,34.66818469,大阪市立東成図書館,おおさかしりつひがしなりとしょかん,大阪市立東成図書館（おおさかしりつひがしなりとしょかん）,東成区大今里西3丁目2番17号,東成区,詳細情報なし,文化・観光,図書館,文化・観光/図書館,151,3417
135.5365008,34.66688508,玉津の昭和初期の街並み,たまづのしょうわしょきのまちなみ,玉津の昭和初期の街並み（たまづのしょうわしょきのまちなみ）,東成区玉津3丁目2番,東成区,玉津周辺は、映画「血と骨」の舞台となった場所である。映画に出てくる市電「大成通一丁目」停車場（昭和44年（1969年）廃止）の周辺には、サンデー毎日創刊時からの看板、昭和8年（1933年）創業の食堂など昭和初期の街並みが残っている。,文化・観光,都市景観資源,文化・観光/都市景観資源,167,19291
135.5009497,34.67313581,大丸心斎橋店,だいまるしんさいばしてん,大丸心斎橋店（だいまるしんさいばしてん）,中央区心斎橋筋1丁目7番1号,中央区,登録年月日：平成22年7月23日　概要：大正14年（1925年）、第1期、第2期工事により心斎橋側が完成し、心斎橋筋に面する中央玄関上部に巨大なピーコックレリーフが掲げられた。昭和8年（1933年）には御堂筋の拡張整備に合わせて、御堂筋側が増築され高さ100尺（約30ｍ）の外・,文化・観光,都市景観資源,文化・観光/都市景観資源,167,13016
135.4974281,34.67847225,長瀬産業大阪本社ビル本館,ながせさんぎょうおおさかほんしゃびるほんかん,長瀬産業大阪本社ビル本館（ながせさんぎょうおおさかほんしゃびるほんかん）,西区新町1丁目1番17号,西区,昭和3年（1928年）竣工。設計者は初代通天閣を設計した設楽貞雄。中央のバルコニーが特徴的で、外壁はスクラッチタイルを使用している。新館が昭和57年（1982年）に建てられているが、そのデザインは、立面の構成や窓の配列など旧館へ配慮している。,文化・観光,都市景観資源,文化・観光/都市景観資源,167,19282
135.5037053,34.67696669,原田産業（大阪本社ビル）,はらださんぎょう（おおさかほんしゃびる）,原田産業（大阪本社ビル）（はらださんぎょう（おおさかほんしゃびる））,中央区南船場2丁目10番14号,中央区,登録年月日：平成22年7月23日　概要：昭和3年（1928年）竣工。大きな四角い窓とアーチ型の入口の対比がはっきりしたデザインが特徴的。窓からは吹き抜けの階段が臨める。貿易商社原田産業の本社屋として設計建築され、現在も同社の本社ビルとして使い続けられている。,文化・観光,都市景観資源,文化・観光/都市景観資源,167,13024
135.4967476,34.68318453,アジア・太平洋人権情報センター(ヒューライツ大阪),あじあたいへいようじんけんじょうほうせんたー（ひゅーらいつおおさか）,アジア・太平洋人権情報センター(ヒューライツ大阪)（あじあたいへいようじんけんじょうほうせんたー（ひゅーらいつおおさか））,西区西本町1-7-7 CE西本町ビル8階,西区,国際的な人権情報の収集・提供,文化・観光,美術館・博物館,文化・観光/美術館・博物館,150,1052
135.4993813,34.68055361,真宗大谷派　難波別院（南御堂）,しんしゅうおおたには　なんばべついん（みなみみどう）,真宗大谷派　難波別院（南御堂）（しんしゅうおおたには　なんばべついん（みなみみどう））,中央区久太郎町4丁目1番11号,中央区,登録年月日：平成22年7月23日　概要：文禄5年（1596年）大谷本願寺として大坂渡辺の地に建立。慶長3年（1598年）大阪城の拡張により現在の地に移転。後に難波別院となり、「北御堂」と呼ばれた津村別院とともに「南御堂」と称されている。戦時中の大阪大空襲により焼失した・,文化・観光,都市景観資源,文化・観光/都市景観資源,167,13014
135.4941032,34.68549733,靱公園,うつぼこうえん,靱公園（うつぼこうえん）,西区靭本町1丁目、2丁目,西区,昭和30年（1955年）開園。なにわ筋を挟んで東西に分かれている。東園には、バラ園や四季に彩られるケヤキ並木などがある。バラ園はゆるやかに起伏する地形を生かして、東から西に向かって山、里山、田園、街と広がる「大阪のマチ構造」を表現し、平成16年（2004年）に再整備,文化・観光,都市景観資源,文化・観光/都市景観資源,167,19274
135.4961891,34.68643286,大阪科学技術館,おおさかかがくぎじゅつかん,大阪科学技術館（おおさかかがくぎじゅつかん）,西区靱本町1-8-4,西区,詳細情報なし,文化・観光,美術館・博物館,文化・観光/美術館・博物館,150,63
135.4998057,34.68506264,浄土真宗本願寺派　本願寺津村別院（北御堂）,じょうどしんしゅうほんがんじは　ほんがんじつむらべついん（きたみどう）,浄土真宗本願寺派　本願寺津村別院（北御堂）（じょうどしんしゅうほんがんじは　ほんがんじつむらべついん（きたみどう））,中央区本町4丁目1番3号,中央区,登録年月日：平成22年7月23日　概要：大阪の発祥は本願寺の寺内町形成に由来するが、本願寺は信長との石山合戦で大坂を退去。残った門徒たちが天満に集会所を設け、慶長２年（1597年）の町割改革により現在の地に移転。後に津村別院となる。明治元年（1868年）に大阪鎮台が・,文化・観光,都市景観資源,文化・観光/都市景観資源,167,13013
135.503896,34.68549328,綿業会館,めんぎょうかいかん,綿業会館（めんぎょうかいかん）,中央区備後町2丁目5番8号,中央区,登録年月日：平成16年10月8日　概要：東洋紡の役員であった岡恒夫の遺贈金と関係業界からの醸出金をもとに、綿業関係者の倶楽部会館として、昭和6年（1931年）に竣工した。設計は渡辺節。国の重要文化財に指定されている。,文化・観光,都市景観資源,文化・観光/都市景観資源,167,13060
135.5041729,34.68700792,船場ビルディング,せんばびるでぃんぐ,船場ビルディング（せんばびるでぃんぐ）,中央区淡路町2丁目5番8号,中央区,登録年月日：平成22年7月23日　概要：三休橋筋の拡張を機に大正14年（1925年）竣工。 オフィスと住宅をあわせもつビルとして建設され、注目を集めた。また、船場という場所柄から、装飾性のみでなく、トラックや荷馬車などを引き込むのに便利な機能性を重んじた設計が大きな,文化・観光,都市景観資源,文化・観光/都市景観資源,167,13015
135.5350489,34.67397803,矢田地蔵尊,やたじぞうそん,矢田地蔵尊（やたじぞうそん）,東成区東小橋1丁目4番2号,東成区,玉造駅から東に入った暗越奈良街道沿いにある。峠越えをして奈良へいくときに、ここで願掛けをしたといわれている。奈良の矢田寺に縁のある地蔵で、地蔵堂の中央に安置された石の地蔵尊には、矢田寺への道しるべが彫られている。,文化・観光,都市景観資源,文化・観光/都市景観資源,167,19296
135.5388689,34.67424508,北中道の古い街並み,きたなかみちのふるいまちなみ,北中道の古い街並み（きたなかみちのふるいまちなみ）,東成区中道4丁目16番、17番,東成区,かつて平野川と暗越奈良街道とが交差する玉津橋は、交通の要所として賑わっていた。玉津橋西詰を北に入ると、通りの両側に蔵や板塀のある民家が連続しており、古い街並みを形成している。,文化・観光,都市景観資源,文化・観光/都市景観資源,167,19288
135.5300733,34.67766258,玉造稲荷神社,たまつくりいなりじんじゃ,玉造稲荷神社（たまつくりいなりじんじゃ）,中央区玉造2丁目3番8号,中央区,登録年月日：平成22年7月23日　概要：社伝によれば垂仁天皇18年（紀元前12年）の秋にお祀りしたのが始まり。日本書紀に記された玉の故郷に鎮座し、豊臣・徳川時代には大阪城の鎮守神として崇められた。だんご茶会や玉造黒門越瓜食味祭（たまつくりくろもんしろうりしょくみ・,文化・観光,都市景観資源,文化・観光/都市景観資源,167,13017
135.5207171,34.68255811,大阪歴史博物館,おおさかれきしはくぶつかん,大阪歴史博物館（おおさかれきしはくぶつかん）,中央区大手前4-1-32,中央区,詳細情報なし,文化・観光,美術館・博物館,文化・観光/美術館・博物館,150,711
135.5182472,34.68384194,府立現代美術センター,ふりつげんだいびじゅつせんたー,府立現代美術センター（ふりつげんだいびじゅつせんたー）,中央区大手前3-1-43　大阪府新別館北館・南館,中央区,詳細情報なし,文化・観光,美術館・博物館,文化・観光/美術館・博物館,152,654
135.520036,34.68635419,大阪府庁本館,おおさかふちょうほんかん,大阪府庁本館（おおさかふちょうほんかん）,中央区大手前2丁目1番22号,中央区,登録年月日：平成22年7月23日　概要：大正15年（1926年）竣工。現行の都道府県庁舎としては最も古い。外壁に石材と白い擬石タイルを広く用い、勾配のない水平の屋根とした外観意匠に特色があり、正面玄関の車寄せには個性的な装飾が施されている。大理石仕上げの床や階段を・,文化・観光,都市景観資源,文化・観光/都市景観資源,167,13007
135.52912,34.68568053,大阪城公園,おおさかじょうこうえん,大阪城公園（おおさかじょうこうえん）,中央区大阪城,中央区,登録年月日：平成22年7月23日　概要：大阪城公園は、都心に位置する開設面積約105.6haの史跡を中心とした広大な歴史公園である。外濠に囲まれた73.4haは国の特別史跡に指定されており、多門櫓・千貫櫓など13棟の重要文化財を有するほか、大阪城天守閣や約600本の桜を楽しめ・,文化・観光,都市景観資源,文化・観光/都市景観資源,167,13005
135.5265429,34.68587481,もと大阪市立博物館,もとおおさかしりつはくぶつかん,もと大阪市立博物館（もとおおさかしりつはくぶつかん）,中央区大阪城1番1号,中央区,登録年月日：平成22年7月23日　概要：昭和6年（1931年）に陸軍第4師団司令部の建物として竣工。終戦後は駐留軍施設として接収された。昭和23年（1948年）、大阪市警察本部として返還を受け、その後、府警本部となる。昭和35年（1960年）には博物館として一部開館し、2年後に,文化・観光,都市景観資源,文化・観光/都市景観資源,167,13029
135.5295862,34.68176694,ピースおおさか：大阪国際平和センター,ぴーすおおさか：おおさかこくさいへいわせんたー,ピースおおさか：大阪国際平和センター（ぴーすおおさか：おおさかこくさいへいわせんたー）,中央区大阪城2-1,中央区,詳細情報なし,文化・観光,美術館・博物館,文化・観光/美術館・博物館,150,653
135.5410189,34.68510067,白山神社,しらやまじんじゃ,白山神社（しらやまじんじゃ）,城東区中浜2丁目3番15号,城東区,白山神社は、菊理媛神（くくりひめのかみ）を祭神としている。創建年月は不詳であるが、明治5年(1872年）までは、白山権現と称していた。応永（1394年）の頃から中浜・鴫野・森の諸村の氏神であった。天正4年 (1576年)織田信長が石山本願寺を攻撃した時、社殿を焼失したが、,文化・観光,都市景観資源,文化・観光/都市景観資源,167,19470
135.5486873,34.66783264,旧三井釦被服,きゅうみついぼたんひふく,旧三井釦被服（きゅうみついぼたんひふく）,東成区大今里4丁目27番22号,東成区,今里周辺には明治中期から大正にかけてボタンや被服の製造に携わる事業者が数多く存在した。そのなかで三井釦被服は最も大きな事業者であった。この建物は、昭和初期に軍の要請で四条畷市に青年学校校舎として建てられたが、青年学校校舎としては使用されず、小学校仮校舎と,文化・観光,都市景観資源,文化・観光/都市景観資源,167,19289
135.5491434,34.66775175,火袋式道標,ひぶくろしきどうひょう,火袋式道標（ひぶくろしきどうひょう）,東成区大今里4丁目27番,東成区,暗越奈良街道と千日前通が交差する場所に立つ道標。上部を四角にくりぬいて火袋とし、上に笠をのせた形状をしている。文化3年（1806年）に釘問屋が建てたといわれており、道標には「右志き山、八尾久宝寺道　左いせ、なら道」と示されている。,文化・観光,都市景観資源,文化・観光/都市景観資源,167,19294
135.548083,34.66903103,真言宗御室派密華山妙法寺,しんごんしゅうおむろはみっけざんみょうほうじ,真言宗御室派密華山妙法寺（しんごんしゅうおむろはみっけざんみょうほうじ）,東成区大今里4丁目16番50号,東成区,聖徳太子の創建と伝えられる。石山合戦で焼失した本堂は、享保年間（1716年頃）に再建された。近世国学の祖と言われる契沖が、延宝7年（1679）から元禄3年（1690）まで住職を務め、ここで「万葉代匠記」を記したといわれ、境内は大阪府の史跡に指定されている。,文化・観光,都市景観資源,文化・観光/都市景観資源,167,19290
135.5609237,34.66991614,深江郷土資料館,ふかえきょうどしりょうかん,深江郷土資料館（ふかえきょうどしりょうかん）,東成区深江南3-16-14,東成区,詳細情報なし,文化・観光,美術館・博物館,文化・観光/美術館・博物館,150,19257
135.5605154,34.66995456,深江の建築物、史跡群,ふかえのけんちくぶつ、しせきぐん,深江の建築物、史跡群（ふかえのけんちくぶつ、しせきぐん）,東成区深江南3丁目5番〜22番,東成区,昔、良質の菅の生い繁った深江の地に、笠を縫うことを職業とした大和の一族が集団移住したことが始まりと伝えられている。菅笠・菅細工などの伝統文化が現在も継承され、伊勢神宮式年遷宮に使用する菅笠を納めている。深江集落には、笠縫邑跡として史跡に指定されている深江,文化・観光,都市景観資源,文化・観光/都市景観資源,167,19295
135.5453995,34.6731975,八王子神社御旅所の楠,はちおうじじんじゃおたびしょのくすのき,八王子神社御旅所の楠（はちおうじじんじゃおたびしょのくすのき）,東成区大今里1丁目17番10号,東成区,八王子神社御旅所の楠は、樹齢1300年を数えるとされ、明治18年（1886年）の洪水の際には、楠の上に、いかだを組んで難を逃れたという言い伝えがある。幹周11m、樹高25mで、大阪市の保存樹に指定されている。八王子神社御旅所は、この樹の見事さから楠神社とも呼ばれている。,文化・観光,都市景観資源,文化・観光/都市景観資源,167,19292
135.5605693,34.68566206,諏訪2丁目の大いちょう,すわにちょうめのおおいちょう,諏訪2丁目の大いちょう（すわにちょうめのおおいちょう）,城東区諏訪2丁目11番8号,城東区,大阪市指定＜昭和43年（1968年）10月1日＞の保存樹で、高さ16.5m、幹まわり3.3mに達する。宅地内にあるが、樹高が高いことから遠くから眺められ、落葉の季節には、道一面に黄色いじゅうたんが敷きつめられたように美しくなる。幹まわりから見ても、かなりの樹齢であると推察,文化・観光,都市景観資源,文化・観光/都市景観資源,167,19467
135.4954002,34.68961239,江戸堀コダマビル,えどぼりこだまびる,江戸堀コダマビル（えどぼりこだまびる）,西区江戸堀1丁目10番26号,西区,昭和10年（1935年）個人の邸宅として建設。設計・施工はヴォーリズ建築を手がけた岡本工務店でファサードに特色がある。建設当時、敷地の南には江戸堀川が流れ、窓から川面が見えていた。現在は、物販店や貸会議室、音楽室などとして活用されている。国の登録有形文化財に登,文化・観光,都市景観資源,文化・観光/都市景観資源,167,19275
135.4900116,34.68834931,菅澤眼科クリニック,すがさわがんかくりにっく,菅澤眼科クリニック（すがさわがんかくりにっく）,西区土佐堀2丁目3番5号,西区,昭和３年（1928年）に建築、昭和22年（1947年）に改修された眼科医院。正面玄関の柱とアーチ、ドイツから輸入されたタイル貼りの外壁、細長いアーチ窓が特徴的である。,文化・観光,都市景観資源,文化・観光/都市景観資源,167,19280
135.5022467,34.68751683,湯木美術館,ゆきびじゅつかん,湯木美術館（ゆきびじゅつかん）,中央区平野町3-3-9,中央区,詳細情報なし,文化・観光,美術館・博物館,文化・観光/美術館・博物館,152,867
135.5002005,34.68792569,大阪ガスビルディング,おおさかがすびるでぃんぐ,大阪ガスビルディング（おおさかがすびるでぃんぐ）,中央区平野町4丁目1番2号,中央区,登録年月日：平成22年7月23日　概要：昭和8年（1933年）に御堂筋とともに誕生した。外壁は１・２階を石材で黒くまとめ、上部は白色のタイル張りとなっている。昭和41年（1966年）に北館が増築され、現在も大阪ガスビルとして使用されている。国の登録有形文化財に指定されて,文化・観光,都市景観資源,文化・観光/都市景観資源,167,13003
135.5018781,34.68904658,芝川ビル,しばかわびる,芝川ビル（しばかわびる）,中央区伏見町3丁目3番3号,中央区,登録年月日：平成22年7月23日　概要：昭和2年（1927年）竣工。昭和4年（1929年）、ビル内に「芝蘭社家政学園」を開校。戦後はテナントビルとして使われている。竜山石※をふんだんに用いた彫りの深い装飾が施されている。国の登録有形文化財に指定されている。 　※竜山石：,文化・観光,都市景観資源,文化・観光/都市景観資源,167,13012
135.4921581,34.691764,国立国際美術館,こくりつこくさいびじゅつかん,国立国際美術館（こくりつこくさいびじゅつかん）,北区中之島4-2-55,北区,詳細情報なし,文化・観光,美術館・博物館,文化・観光/美術館・博物館,152,168
135.4915059,34.69127208,科学館,かがくかん,科学館（かがくかん）,北区中之島4-2-1,北区,詳細情報なし,文化・観光,美術館・博物館,文化・観光/美術館・博物館,150,1785
135.4960139,34.69197489,日本ライトハウス情報文化センター,にっぽんらいとはうすじょうほうぶんかせんたー,日本ライトハウス情報文化センター（にっぽんらいとはうすじょうほうぶんかせんたー）,西区江戸堀1-13-2,西区,詳細情報なし,文化・観光,図書館,文化・観光/図書館,151,2166
135.5022561,34.69324381,みおつくしプロムナード,みおつくしぷろむなーど,みおつくしプロムナード（みおつくしぷろむなーど）,北区中之島1丁目,北区,登録年月日：平成22年3月5日　概要：市役所の南側に位置する延長約210ｍのケヤキ並木の自転車歩行者専用道となっている。また、期間限定で、夜間のライトアップも行われている。,文化・観光,都市景観資源,文化・観光/都市景観資源,167,13044
135.5009356,34.69295983,淀屋橋,よどやばし,淀屋橋（よどやばし）,大阪市北区中之島1丁目、2丁目・中央区北浜3丁目、4丁目間,北区,登録年月日：平成16年10月8日　概要：大正10年（1921年）に決定された第一次都市計画事業における御堂筋の建設の一環として土佐堀川に架けられた。北側の大江橋とともに橋梁設計の分野では珍しい一般公募のデザインコンペで大谷瀧雄氏の案が選ばれ、これをもとに実施設計が・,文化・観光,都市景観資源,文化・観光/都市景観資源,167,13054
135.4989278,34.69098403,大阪倶楽部,おおさかくらぶ,大阪倶楽部（おおさかくらぶ）,中央区今橋4丁目4番11号,中央区,登録年月日：平成16年10月8日　概要：大阪財界人によって経済都市大阪の進取的社交場として創設された社団法人大阪倶楽部の旧館が、大正11年（1922年）に焼失したあと、安井武雄の設計により大正13年（1924年）に再建された。国の登録有形文化財に登録されている。,文化・観光,都市景観資源,文化・観光/都市景観資源,167,13059
135.5088695,34.68822225,道修町の界隈・古い家屋,どしょうまちのかいわい・ふるいかおく,道修町の界隈・古い家屋（どしょうまちのかいわい・ふるいかおく）,中央区道修町1丁目〜3丁目,中央区,登録年月日：平成22年7月23日　概要：道修町は薬業関連会社が多く、江戸時代からこのあたり一帯は、町の人たちが子弟や丁稚のためにお金を出し合って塾や学校をつくり、商売と勉学を両立させていた。戦災を逃れたこの界隈には老舗の看板を掲げる建物が今も現役で残っている・,文化・観光,都市景観資源,文化・観光/都市景観資源,167,13020
135.503869,34.689475,日本基督教団浪花教会,にほんきりすときょうだんなにわきょうかい,日本基督教団浪花教会（にほんきりすときょうだんなにわきょうかい）,中央区高麗橋2丁目6番2号,中央区,登録年月日：平成22年7月23日　概要：明治10年（1877年）、日本人によって設立された最初の自給教会「浪花公会」が前身。教会堂は昭和5年（1930年）に建設された。礼拝室にある外観からでもわかる大きなアーチ窓のステンドグラスが印象的である。,文化・観光,都市景観資源,文化・観光/都市景観資源,167,13022
135.5060748,34.68899342,伏見町付近の街並み（青山ビル・伏見ビル）,ふしみちょうふきんのまちなみ（あおやまびる・ふしみびる）,伏見町付近の街並み（青山ビル・伏見ビル）（ふしみちょうふきんのまちなみ（あおやまびる・ふしみびる））,中央区伏見町2丁目2番,中央区,登録年月日：平成22年7月23日　概要：伏見町には、青山ビルや伏見ビルといった戦前の建築物が当時と変わらない姿で今も存在している。青山ビルは大正10年（1921年）に洋館の邸宅として建てられ、ビル全体を覆う蔦が四季折々の姿を見せる。伏見ビルは大正12年（1923年）にホ・,文化・観光,都市景観資源,文化・観光/都市景観資源,167,13025
135.5067991,34.68868983,旧小西家住宅,きゅうこにしけじゅうたく,旧小西家住宅（きゅうこにしけじゅうたく）,中央区道修町1丁目6番10号,中央区,登録年月日：平成15年4月11日　概要：旧小西儀助商店（現コニシ株式会社）の旧店舗・住宅で、明治36年（1903年）に一部3階建で完成、堺筋の拡幅で西側が切り取られ、のち3階部分を撤去して現在の姿になった。船場に残る数少ない町屋の遺構のひとつとして、薬種問屋の形態を・,文化・観光,都市景観資源,文化・観光/都市景観資源,167,13056
